TIMESTAMP    COMM           PID     DISK    T    SECTOR     BYTES   LAT(ms)
12:25:09.324 python3        2290920 nvme1n1 WS   142460672  131072    7.227
12:25:09.324 python3        2290920 nvme1n1 WS   142460928  131072    7.300
12:25:09.324 python3        2290920 nvme1n1 WS   142461184  131072    7.376
12:25:09.324 python3        2290920 nvme1n1 WS   142461440  131072    7.454
12:25:09.324 python3        2290920 nvme1n1 WS   142461696  131072    7.536
12:25:09.324 python3        2290920 nvme1n1 WS   142461952  131072    7.601
12:25:09.324 python3        2290920 nvme1n1 WS   142462208  131072    7.678
12:25:09.324 python3        2290920 nvme1n1 WS   142462464  131072    7.754
12:25:09.324 python3        2290920 nvme1n1 WS   142880512  131072    7.828
12:25:09.324 python3        2290920 nvme1n1 WS   142880768  131072    7.901
12:25:09.324 python3        2290920 nvme1n1 WS   142881024  131072    7.977
12:25:09.325 python3        2290920 nvme1n1 WS   142462720  131072    8.046
12:25:09.325 python3        2290920 nvme1n1 WS   142467072  131072    8.124
12:25:09.325 python3        2290920 nvme1n1 WS   142467328  131072    8.206
12:25:09.325 python3        2290922 nvme1n1 WS   142471168  131072    7.718
12:25:09.325 python3        2290922 nvme1n1 WS   142471424  131072    7.794
12:25:09.325 python3        2290922 nvme1n1 WS   142471680  131072    7.871
12:25:09.325 python3        2290922 nvme1n1 WS   142471936  131072    7.944
12:25:09.325 python3        2290922 nvme1n1 WS   142472192  131072    8.024
12:25:09.325 python3        2290921 nvme1n1 WS   142475264  131072    8.109
12:25:09.325 python3        2290921 nvme1n1 WS   142475520  131072    8.178
12:25:09.325 python3        2290922 nvme1n1 WS   142472448  131072    8.260
12:25:09.325 python3        2290922 nvme1n1 WS   142472704  131072    8.334
12:25:09.325 python3        2290921 nvme1n1 WS   142475776  131072    8.407
12:25:09.326 python3        2290921 nvme1n1 WS   142476032  131072    8.484
12:25:09.326 python3        2290921 nvme1n1 WS   142476288  131072    8.565
12:25:09.326 python3        2290922 nvme1n1 WS   142479360  131072    8.698
12:25:09.326 python3        2290922 nvme1n1 WS   142479616  131072    8.732
12:25:09.326 python3        2290922 nvme1n1 WS   142479872  131072    8.803
12:25:09.326 python3        2290922 nvme1n1 WS   142480128  131072    8.887
12:25:09.326 python3        2290922 nvme1n1 WS   142480384  131072    8.952
12:25:09.326 python3        2290922 nvme1n1 WS   142480640  131072    9.026
12:25:09.326 python3        2290922 nvme1n1 WS   142480896  131072    9.100
12:25:09.326 python3        2290921 nvme1n1 WS   142476544  131072    9.194
12:25:09.326 python3        2290921 nvme1n1 WS   142476800  131072    9.262
12:25:09.326 python3        2290922 nvme1n1 WS   142472960  131072    9.324
12:25:09.327 python3        2290922 nvme1n1 WS   142473216  131072    9.399
12:25:09.327 python3        2290922 nvme1n1 WS   142473472  131072    9.477
12:25:09.327 python3        2290922 nvme1n1 WS   142473728  131072    9.552
12:25:09.327 python3        2290922 nvme1n1 WS   142473984  131072    9.663
12:25:09.327 python3        2290922 nvme1n1 WS   142474240  131072    9.741
12:25:09.327 python3        2290922 nvme1n1 WS   142474496  131072    9.820
12:25:09.327 python3        2290922 nvme1n1 WS   142474752  131072    9.894
12:25:09.327 python3        2290922 nvme1n1 WS   142481152  131072    9.962
12:25:09.327 python3        2290922 nvme1n1 WS   142481408  131072   10.038
12:25:09.327 python3        2290922 nvme1n1 WS   142481664  131072   10.115
12:25:09.327 python3        2290922 nvme1n1 WS   142481920  131072   10.189
12:25:09.327 python3        2290921 nvme1n1 WS   142477056  131072   10.280
12:25:09.327 python3        2290921 nvme1n1 WS   142477312  131072   10.349
12:25:09.328 python3        2290922 nvme1n1 WS   142482176  131072   10.423
12:25:09.328 python3        2290922 nvme1n1 WS   142482432  131072   10.503
12:25:09.328 python3        2290922 nvme1n1 WS   142482688  131072   10.579
12:25:09.328 python3        2290922 nvme1n1 WS   142482944  131072   10.651
12:25:09.328 python3        2290921 nvme1n1 WS   142477568  131072   10.741
12:25:09.328 python3        2290921 nvme1n1 WS   142477824  131072   10.813
12:25:09.328 python3        2290921 nvme1n1 WS   142478080  131072   10.887
12:25:09.328 python3        2290921 nvme1n1 WS   142478336  131072   10.961
12:25:09.328 python3        2290922 nvme1n1 WS   142475008  131072   11.057
12:25:09.328 python3        2290922 nvme1n1 WS   142483456  131072   11.128
