TIMESTAMP    COMM           PID     DISK    T    SECTOR     BYTES   LAT(ms)
13:44:23.200 kworker        2500470 nvme1n1 W    1130046200 8192      0.055
13:44:25.577 python3        2290922 nvme1n1 WS   632899840  131072   20.570
13:44:25.577 python3        2290922 nvme1n1 WS   632900096  131072   20.650
13:44:25.577 python3        2290922 nvme1n1 WS   632900352  131072   20.726
13:44:25.578 python3        2290922 nvme1n1 WS   632900608  131072   20.801
13:44:25.578 python3        2290922 nvme1n1 WS   632900864  131072   20.881
13:44:25.578 python3        2290922 nvme1n1 WS   632901120  131072   20.955
13:44:25.578 python3        2290922 nvme1n1 WS   632901376  131072   21.022
13:44:25.578 python3        2290922 nvme1n1 WS   632901632  131072   21.103
13:44:25.578 python3        2290922 nvme1n1 WS   632901888  131072   21.181
13:44:25.578 python3        2290922 nvme1n1 WS   632905728  131072   20.598
13:44:25.578 python3        2290922 nvme1n1 WS   632905984  131072   20.688
13:44:25.578 python3        2290922 nvme1n1 WS   632906240  131072   20.815
13:44:25.578 python3        2290922 nvme1n1 WS   632906496  131072   20.941
13:44:25.579 python3        2290922 nvme1n1 WS   632906752  131072   21.066
13:44:25.579 python3        2290922 nvme1n1 WS   632907008  131072   21.190
13:44:25.579 python3        2290922 nvme1n1 WS   632907264  131072   21.311
13:44:25.579 python3        2290922 nvme1n1 WS   632907520  131072   21.351
13:44:25.579 python3        2290922 nvme1n1 WS   632907776  131072   21.430
13:44:25.579 python3        2290922 nvme1n1 WS   632908032  131072   21.504
13:44:25.579 python3        2290922 nvme1n1 WS   632908288  131072   21.613
13:44:25.579 python3        2290922 nvme1n1 WS   632908544  131072   21.693
13:44:25.579 python3        2290923 nvme1n1 WS   632913920  131072   21.391
13:44:25.579 python3        2290923 nvme1n1 WS   632914176  131072   21.462
13:44:25.579 python3        2290923 nvme1n1 WS   632914432  131072   21.535
13:44:25.580 python3        2290923 nvme1n1 WS   632914688  131072   21.610
13:44:25.580 python3        2290922 nvme1n1 WS   632908800  131072   22.085
13:44:25.580 python3        2290922 nvme1n1 WS   632909056  131072   22.157
13:44:25.580 python3        2290922 nvme1n1 WS   632909312  131072   22.237
13:44:25.580 python3        2290922 nvme1n1 WS   632909568  131072   22.296
13:44:25.580 python3        2290922 nvme1n1 WS   632909824  131072   22.377
13:44:25.580 python3        2290922 nvme1n1 WS   632910080  131072   22.457
13:44:25.580 python3        2290923 nvme1n1 WS   632914944  131072   22.182
13:44:25.580 python3        2290923 nvme1n1 WS   632915200  131072   22.287
13:44:25.580 python3        2290923 nvme1n1 WS   632915456  131072   22.414
13:44:25.580 python3        2290923 nvme1n1 WS   632915712  131072   22.519
13:44:25.581 python3        2290923 nvme1n1 WS   632915968  131072   22.626
13:44:25.581 python3        2290923 nvme1n1 WS   632916224  131072   22.705
13:44:25.581 python3        2290923 nvme1n1 WS   632916480  131072   22.783
13:44:25.581 python3        2290923 nvme1n1 WS   632916736  131072   22.858
13:44:25.581 python3        2290923 nvme1n1 WS   632916992  131072   22.933
13:44:25.581 python3        2290923 nvme1n1 WS   632917248  131072   22.992
13:44:25.581 python3        2290923 nvme1n1 WS   632917504  131072   23.067
13:44:25.581 python3        2290923 nvme1n1 WS   632917760  131072   23.131
13:44:25.581 python3        2290920 nvme1n1 WS   632922112  131072   21.548
13:44:25.581 python3        2290920 nvme1n1 WS   632922368  131072   21.618
13:44:25.581 python3        2290920 nvme1n1 WS   632922624  131072   21.695
13:44:25.581 python3        2290920 nvme1n1 WS   632922880  131072   21.770
13:44:25.582 python3        2290923 nvme1n1 WS   632918016  131072   23.527
13:44:25.582 python3        2290923 nvme1n1 WS   632918272  131072   23.603
13:44:25.582 python3        2290920 nvme1n1 WS   632923136  131072   22.008
13:44:25.582 python3        2290920 nvme1n1 WS   632923392  131072   22.080
13:44:25.582 python3        2290920 nvme1n1 WS   632923648  131072   22.161
13:44:25.582 python3        2290920 nvme1n1 WS   632923904  131072   22.214
13:44:25.582 python3        2290920 nvme1n1 WS   632924160  131072   22.290
13:44:25.582 python3        2290920 nvme1n1 WS   632924416  131072   22.369
13:44:25.582 python3        2290920 nvme1n1 WS   632924672  131072   22.448
13:44:25.582 python3        2290920 nvme1n1 WS   632924928  131072   22.523
